Date,Question,URL,Sentiment
1 week ago,AirPods 4 charging discrepancy,https://discussions.apple.comhttps://discussions.apple.com/thread/255878770,Neutral
1 week ago,"I want to connect my airpods max (new, with USB-C) to music keyboard with a cable",https://discussions.apple.comhttps://discussions.apple.com/thread/255843034,Positive
1 week ago,Will newest version of Airpod Max (USB-C) support wired playback?,https://discussions.apple.comhttps://discussions.apple.com/thread/255775862,Neutral
1 week ago,Found a Right Side Airpod Pro 2nd Gen,https://discussions.apple.comhttps://discussions.apple.com/thread/255878447,Positive
1 week ago,AirPods reset not working,https://discussions.apple.comhttps://discussions.apple.com/thread/255878215,Neutral
1 week ago,Is AppleCare for my AirPods Pro 2 monthly or yearly?,https://discussions.apple.comhttps://discussions.apple.com/thread/255877782,Neutral
1 week ago,AirPods Pro Gen 2 charging issue and missing pinging sound,https://discussions.apple.comhttps://discussions.apple.com/thread/255877205,Positive
,Find my network is not listed under Bluetooth settings or even the specific Bluetooth device,https://discussions.apple.comhttps://discussions.apple.com/thread/255877412,Neutral
1 week ago,my airpods location is shown in find my app but the find nearby keep loading when i use it,https://discussions.apple.comhttps://discussions.apple.com/thread/255878327,Neutral
1 week ago,Persistent USB-C Connection Issue with AirPods Pro 2nd Gen Case,https://discussions.apple.comhttps://discussions.apple.com/thread/255878332,Neutral
1 week ago,Looking for airpods pro2 right side,https://discussions.apple.comhttps://discussions.apple.com/thread/255878313,Positive
1 week ago,Left Beats earbud making static noise,https://discussions.apple.comhttps://discussions.apple.com/thread/255878254,Positive
1 week ago,.how to fix AirPod Max if they won’t work when they’re off the charger,https://discussions.apple.comhttps://discussions.apple.com/thread/255876248,Neutral
1 week ago,Weird Sound Coming From AirPods After Put In Case,https://discussions.apple.comhttps://discussions.apple.com/thread/255877577,Negative
1 week ago,How to fix sound volume issue on my AirPods Pro 2?,https://discussions.apple.comhttps://discussions.apple.com/thread/255877522,Positive
1 week ago,Why my AirPods are not showing in the Apple Account devices list?,https://discussions.apple.comhttps://discussions.apple.com/thread/255877470,Neutral
1 week ago,Find My iPhone not showing last known location for lost AirPods,https://discussions.apple.comhttps://discussions.apple.com/thread/255877974,Neutral
1 week ago,My AirPods 4 battery draining faster than usual,https://discussions.apple.comhttps://discussions.apple.com/thread/255877866,Negative
1 week ago,I lost my AirPod case how could I find it,https://discussions.apple.comhttps://discussions.apple.com/thread/255877828,Neutral
1 week ago,Will my IPhone 12 Max Pro work the Aip Pod 2 hearing aid option?,https://discussions.apple.comhttps://discussions.apple.com/thread/255877785,Neutral
1 week ago,Return policy on airpods,https://discussions.apple.comhttps://discussions.apple.com/thread/255877789,Neutral
1 week ago,problems with microphone and firmware,https://discussions.apple.comhttps://discussions.apple.com/thread/255877097,Neutral
,AirPods continue to connect automatically,https://discussions.apple.comhttps://discussions.apple.com/thread/255877117,Neutral
,Why Nike Run Club announcements don’t play through AirPods?,https://discussions.apple.comhttps://discussions.apple.com/thread/255871597,Neutral
,Is there a magsafe charger for Airpods2 Model A2031?,https://discussions.apple.comhttps://discussions.apple.com/thread/255877595,Neutral
1 week ago,AirPods Pro 2 hearing test screen disappears after clicking Start Test,https://discussions.apple.comhttps://discussions.apple.com/thread/255877211,Neutral
1 week ago,Iphone 16 not discovering my old AirPod Max,https://discussions.apple.comhttps://discussions.apple.com/thread/255877109,Positive
1 week ago,"AirPods 4 icon on mac looks like headphones, not earbuds",https://discussions.apple.comhttps://discussions.apple.com/thread/255877421,Neutral
2 weeks ago,My airpod start music when i take them how can i avoid that please ?,https://discussions.apple.comhttps://discussions.apple.com/thread/255876342,Neutral
2 weeks ago,Airpods 4 ANC Case Scratches,https://discussions.apple.comhttps://discussions.apple.com/thread/255877272,Neutral
2 weeks ago,Can I charge my AirPods 2nd Gen after a year of not using them?,https://discussions.apple.comhttps://discussions.apple.com/thread/255877192,Neutral
2 weeks ago,Why is the volume on my AirPods so low?,https://discussions.apple.comhttps://discussions.apple.com/thread/255050914,Neutral
2 weeks ago,AirPods Pro 2 not showing up in Find My devices,https://discussions.apple.comhttps://discussions.apple.com/thread/255839080,Neutral
2 weeks ago,Airpod 2 not connecting to phone,https://discussions.apple.comhttps://discussions.apple.com/thread/255876903,Neutral
2 weeks ago,"airpods gen 2, running out of battery almost instantly.",https://discussions.apple.comhttps://discussions.apple.com/thread/255876854,Neutral
2 weeks ago,How do I find my lost AirPods?,https://discussions.apple.comhttps://discussions.apple.com/thread/255876846,Neutral
2 weeks ago,Can’t connect my AirPod 1 model,https://discussions.apple.comhttps://discussions.apple.com/thread/255876677,Neutral
2 weeks ago,Airpods pro 2 phone calls cutting in sound,https://discussions.apple.comhttps://discussions.apple.com/thread/255876734,Negative
2 weeks ago,Airpod Pro 2 Noise cancelling not working,https://discussions.apple.comhttps://discussions.apple.com/thread/255876245,Neutral
2 weeks ago,One AirPod using optimized charging and the other is not,https://discussions.apple.comhttps://discussions.apple.com/thread/255876287,Negative
2 weeks ago,Prompting AirPods Pro,https://discussions.apple.comhttps://discussions.apple.com/thread/255876395,Neutral
2 weeks ago,AirPods settings and Find My showing up on another iCloud iPhone instead of the iPhone I set them up on,https://discussions.apple.comhttps://discussions.apple.com/thread/255876422,Neutral
2 weeks ago,"Need to get a new right AirPod pro, is that possible",https://discussions.apple.comhttps://discussions.apple.com/thread/255876467,Positive
2 weeks ago,Found AirPod second generation on VT Maroon Bay 8,https://discussions.apple.comhttps://discussions.apple.com/thread/255876420,Neutral
2 weeks ago,Unable to do Hearing Test on my iPhone 12 Pro with AirPods Pro 2,https://discussions.apple.comhttps://discussions.apple.com/thread/255876016,Negative
2 weeks ago,AirPods Pro 2 Disconnecting from account randomly,https://discussions.apple.comhttps://discussions.apple.com/thread/255875064,Negative
2 weeks ago,Can't track my AirPods by IMEI on Apple website,https://discussions.apple.comhttps://discussions.apple.com/thread/255875911,Neutral
2 weeks ago,Chirp in my right apple air pod 2 every couple of minutes,https://discussions.apple.comhttps://discussions.apple.com/thread/255876187,Positive
2 weeks ago,AirPods Pro 2 - Voice Issues,https://discussions.apple.comhttps://discussions.apple.com/thread/255876155,Neutral
2 weeks ago,Unverified AirPods connected to Find My App,https://discussions.apple.comhttps://discussions.apple.com/thread/255876158,Neutral
2 weeks ago,Sound quality strangely reverb-y,https://discussions.apple.comhttps://discussions.apple.com/thread/255876106,Positive
2 weeks ago,AirPods 4 - audio switches to 24kHz when talking,https://discussions.apple.comhttps://discussions.apple.com/thread/255875912,Neutral
2 weeks ago,How to increase volume of AirPods in a Teams session on Windows,https://discussions.apple.comhttps://discussions.apple.com/thread/255874333,Neutral
2 weeks ago,Influence of tinnitus on hearing test outcome using AirPods Pro 2,https://discussions.apple.comhttps://discussions.apple.com/thread/255873868,Neutral
2 weeks ago,Call announcing voice is very low and can barely hear who’s calling thru the AirPod Pro 2,https://discussions.apple.comhttps://discussions.apple.com/thread/255858588,Positive
2 weeks ago,"Did the latest firmware update (Nov 11, 2024) cause my noise cancellation to quit working on AirPods 4 with ANC?",https://discussions.apple.comhttps://discussions.apple.com/thread/255874955,Positive
2 weeks ago,EarPods Lightning Cable Connection Issue,https://discussions.apple.comhttps://discussions.apple.com/thread/255875799,Neutral
2 weeks ago,AirPods Pros Gen 1 Flashing white on its own then flashing amber then white repeaditly,https://discussions.apple.comhttps://discussions.apple.com/thread/255875678,Positive
2 weeks ago,Very Faint Black Smudges on AirPods Pro 2nd Generation?,https://discussions.apple.comhttps://discussions.apple.com/thread/255875125,Negative
2 weeks ago,Air Pod Pro 1st gen static - apple store refused to sell me a replacement,https://discussions.apple.comhttps://discussions.apple.com/thread/255874998,Positive
2 weeks ago,Fix for one pair of AirPods being quiter while sharing audio,https://discussions.apple.comhttps://discussions.apple.com/thread/255875556,Neutral
2 weeks ago,Right AirPod issue,https://discussions.apple.comhttps://discussions.apple.com/thread/255874902,Positive
2 weeks ago,My airpods dont show up light until I plugged in the charge,https://discussions.apple.comhttps://discussions.apple.com/thread/255874934,Positive
2 weeks ago,AirPods back button not working,https://discussions.apple.comhttps://discussions.apple.com/thread/255874977,Neutral
2 weeks ago,AirPods Pro 2 USB-C - Legit? Costco and Walmart different boxes?,https://discussions.apple.comhttps://discussions.apple.com/thread/255875489,Neutral
2 weeks ago,What can I do about my stolen AirPods?,https://discussions.apple.comhttps://discussions.apple.com/thread/255875391,Neutral
2 weeks ago,Can I fix my water damaged AirPods?,https://discussions.apple.comhttps://discussions.apple.com/thread/255875210,Neutral
2 weeks ago,Simply deactivate Bluetooth when air pods pro 2 go to hearing aid,https://discussions.apple.comhttps://discussions.apple.com/thread/255875227,Neutral
2 weeks ago,Why do my AirPods Pro keep disconnecting?,https://discussions.apple.comhttps://discussions.apple.com/thread/255875132,Neutral
2 weeks ago,What does a flashing amber light mean on AirPods Pro?,https://discussions.apple.comhttps://discussions.apple.com/thread/255874910,Positive
2 weeks ago,Why do my AirPods Pro 2 make a robotic sound?,https://discussions.apple.comhttps://discussions.apple.com/thread/255874221,Positive
2 weeks ago,Can I return AirPods if they have a name engraved?,https://discussions.apple.comhttps://discussions.apple.com/thread/255874909,Neutral
2 weeks ago,How do I verify AirPods Serial number,https://discussions.apple.comhttps://discussions.apple.com/thread/255875069,Neutral
2 weeks ago,why do my airpods max appear connected on bluetooth but no sound comes out i cant change mode and volume,https://discussions.apple.comhttps://discussions.apple.com/thread/255875054,Negative
2 weeks ago,After a few seconds my right AirPods lowers the volume,https://discussions.apple.comhttps://discussions.apple.com/thread/255873472,Positive
2 weeks ago,Bug Report: Transparency Mode Sound issue and Crash caused by white noise.,https://discussions.apple.comhttps://discussions.apple.com/thread/255853045,Positive
2 weeks ago,AirPods making beeping sound on facetime,https://discussions.apple.comhttps://discussions.apple.com/thread/255874719,Positive
2 weeks ago,"Airpods won't go off noise control, default is transparency mode.",https://discussions.apple.comhttps://discussions.apple.com/thread/255874307,Neutral
2 weeks ago,Why won't my AirPods 4th Gen pair?,https://discussions.apple.comhttps://discussions.apple.com/thread/255874551,Neutral
2 weeks ago,How to remove old pair of AirPods Pro from account,https://discussions.apple.comhttps://discussions.apple.com/thread/255873926,Positive
2 weeks ago,My AirPods won’t connect,https://discussions.apple.comhttps://discussions.apple.com/thread/255874527,Neutral
2 weeks ago,Can I buy only the Pods for AirPods Pro separately?,https://discussions.apple.comhttps://discussions.apple.com/thread/255874628,Neutral
2 weeks ago,I have a brand new air pods max and when I answer a phone call I can hear the person but they cannot hear me.,https://discussions.apple.comhttps://discussions.apple.com/thread/255873998,Positive
2 weeks ago,Airpod not working and draining case,https://discussions.apple.comhttps://discussions.apple.com/thread/255874097,Neutral
2 weeks ago,apple airpods 2pro will the hearing app be available in Canada?,https://discussions.apple.comhttps://discussions.apple.com/thread/255874556,Positive
,Хрип при громких звуках AirPods Pro 2 2023. Wheezing at loud sounds of AirPods Pro 2 2023,https://discussions.apple.comhttps://discussions.apple.com/thread/255873647,Positive
2 weeks ago,Why won't my AirPod switch modes and plays a drum noise?,https://discussions.apple.comhttps://discussions.apple.com/thread/255874479,Neutral
2 weeks ago,How can I regain the spoken word notification for a phone call through my AirPods?,https://discussions.apple.comhttps://discussions.apple.com/thread/255873325,Neutral
2 weeks ago,I have purchased my air pods on 6th june,https://discussions.apple.comhttps://discussions.apple.com/thread/255874132,Neutral
2 weeks ago,Why are my AirPods not working in Meeting Software?,https://discussions.apple.comhttps://discussions.apple.com/thread/255872212,Neutral
2 weeks ago,AirPods 2 Pro not showing on devices after purchase from Amazon,https://discussions.apple.comhttps://discussions.apple.com/thread/255873930,Neutral
2 weeks ago,Identifying AirPods owner with serial number,https://discussions.apple.comhttps://discussions.apple.com/thread/255873898,Neutral
2 weeks ago,Found airPods on easyJet 29.11.24,https://discussions.apple.comhttps://discussions.apple.com/thread/255867551,Neutral
2 weeks ago,Can I replace the headband on my AirPods Max?,https://discussions.apple.comhttps://discussions.apple.com/thread/255872400,Neutral
2 weeks ago,Why is my AirPod Max not producing any sound?,https://discussions.apple.comhttps://discussions.apple.com/thread/255872632,Positive
2 weeks ago,Will AirPods 4 work on iPhone 7?,https://discussions.apple.comhttps://discussions.apple.com/thread/255873123,Neutral
2 weeks ago,AirPods Max Connection & Sound Issue - Resolved by 3D Audio Calibration (Firmware Version 6F21),https://discussions.apple.comhttps://discussions.apple.com/thread/255831425,Positive
2 weeks ago,AirPod Pro 2 won’t read notifications out on iPhone,https://discussions.apple.comhttps://discussions.apple.com/thread/255873480,Neutral
2 weeks ago,My AirPods Pro bluetooth not working properly,https://discussions.apple.comhttps://discussions.apple.com/thread/255868674,Neutral
2 weeks ago,How to find a AirPod that isn’t playing sound (it’s fine),https://discussions.apple.comhttps://discussions.apple.com/thread/255873405,Positive
2 weeks ago,Where can I find replacement tips for AirPods Pro 1st Gen?,https://discussions.apple.comhttps://discussions.apple.com/thread/255873367,Neutral
2 weeks ago,Unable to setup Find My with AirPods Pro 2,https://discussions.apple.comhttps://discussions.apple.com/thread/255872947,Negative
2 weeks ago,Can’t turn transparency mode off when only using one AirPod,https://discussions.apple.comhttps://discussions.apple.com/thread/255873043,Neutral
2 weeks ago,Airpods loud when phone rings,https://discussions.apple.comhttps://discussions.apple.com/thread/255869844,Positive
2 weeks ago,AirPod pro2 versus 2nd generation,https://discussions.apple.comhttps://discussions.apple.com/thread/255870101,Neutral
2 weeks ago,Transparency Mode activated since last iOS Update 18.1.1,https://discussions.apple.comhttps://discussions.apple.com/thread/255871072,Neutral
2 weeks ago,Right Airpod stopped delivering sound after 3 hours of 1/2 volume,https://discussions.apple.comhttps://discussions.apple.com/thread/255871776,Positive
2 weeks ago,Did the sound of the AirPods Max USB-C version get updated vs the old tuning present on the Lightning version?,https://discussions.apple.comhttps://discussions.apple.com/thread/255872011,Positive
2 weeks ago,"AirPod Pro 2 Hearing Aid Feature, is this still going to be available in the UK?",https://discussions.apple.comhttps://discussions.apple.com/thread/255872595,Positive
2 weeks ago,Airpod Max - how do you know when it is time to change the battery?,https://discussions.apple.comhttps://discussions.apple.com/thread/255872530,Neutral
2 weeks ago,how to disable Airpods Pro location noise,https://discussions.apple.comhttps://discussions.apple.com/thread/255871381,Neutral
2 weeks ago,airpods pro service program sound issues,https://discussions.apple.comhttps://discussions.apple.com/thread/255872276,Positive
2 weeks ago,Why does my AirPod case still show the default name after changing?,https://discussions.apple.comhttps://discussions.apple.com/thread/255870826,Neutral
2 weeks ago,How to remove scratches from my AirPods case?,https://discussions.apple.comhttps://discussions.apple.com/thread/255872171,Neutral
2 weeks ago,Brand new AirPod Pro 2 had someone elses name,https://discussions.apple.comhttps://discussions.apple.com/thread/255871988,Positive
2 weeks ago,My left AirPod has no sound,https://discussions.apple.comhttps://discussions.apple.com/thread/255871995,Negative
2 weeks ago,Why does my AirPods Pro Transparency Mode keep turning off?,https://discussions.apple.comhttps://discussions.apple.com/thread/255765954,Neutral
2 weeks ago,are airpods por 2 the same as airpods pro (2d generation,https://discussions.apple.comhttps://discussions.apple.com/thread/255840261,Neutral
2 weeks ago,AirPods Pro 2 Disconnect / Forced to use case button to reconnect,https://discussions.apple.comhttps://discussions.apple.com/thread/255870457,Negative
2 weeks ago,AirPod Pro earbud improvements?,https://discussions.apple.comhttps://discussions.apple.com/thread/255871547,Neutral
2 weeks ago,My AirPods 2nd gen hinge too tight to close,https://discussions.apple.comhttps://discussions.apple.com/thread/255871639,Negative
2 weeks ago,New AirPods 2 Pro (2024 with hearing aid)Case,https://discussions.apple.comhttps://discussions.apple.com/thread/255871564,Positive
2 weeks ago,Resetting AirPods on iPhone X,https://discussions.apple.comhttps://discussions.apple.com/thread/255871610,Neutral
2 weeks ago,why did apple remove the ability to control airpods with apple watch?,https://discussions.apple.comhttps://discussions.apple.com/thread/255871450,Neutral
,наушники airpods не подключаются к телефону,https://discussions.apple.comhttps://discussions.apple.com/thread/255871512,Neutral
2 weeks ago,wisselen,https://discussions.apple.comhttps://discussions.apple.com/thread/255871427,Neutral
2 weeks ago,ANC Not working on single AirPod.,https://discussions.apple.comhttps://discussions.apple.com/thread/255871136,Negative
2 weeks ago,Airpods as hearing aids make cracking popping sounds,https://discussions.apple.comhttps://discussions.apple.com/thread/255871205,Neutral
2 weeks ago,What is the airpods 4 delivery time to America connecticut?,https://discussions.apple.comhttps://discussions.apple.com/thread/255871251,Neutral
2 weeks ago,Accessing full hearing test chart on Apple Airpod Pro2,https://discussions.apple.comhttps://discussions.apple.com/thread/255871197,Positive
2 weeks ago,Airpods Pro 2 / Macbook Pro - Terrible Sound quality,https://discussions.apple.comhttps://discussions.apple.com/thread/255871035,Negative
2 weeks ago,Airpods 4 ACN - Volume to low on Google Meet,https://discussions.apple.comhttps://discussions.apple.com/thread/255870906,Neutral
2 weeks ago,AirPods Pro 2 Mic Issue on Voice Messages,https://discussions.apple.comhttps://discussions.apple.com/thread/255868276,Neutral
2 weeks ago,airpods won't flash white,https://discussions.apple.comhttps://discussions.apple.com/thread/255870794,Neutral
2 weeks ago,Unable to connect my AirPods as the back button is not working,https://discussions.apple.comhttps://discussions.apple.com/thread/255870567,Negative
2 weeks ago,Why aren't my AirPods showing up in Bluetooth settings?,https://discussions.apple.comhttps://discussions.apple.com/thread/255870334,Neutral
2 weeks ago,I cannot find any tips for my air pods pro 2 that fit my ears. I’ve tried so many different brands and sizes. Anyone else with this problem?,https://discussions.apple.comhttps://discussions.apple.com/thread/255868543,Positive
2 weeks ago,How can I fix muffled sound on AirPods Pro 2?,https://discussions.apple.comhttps://discussions.apple.com/thread/255870389,Positive
2 weeks ago,my left side airpod 2 not charging,https://discussions.apple.comhttps://discussions.apple.com/thread/255870781,Neutral
2 weeks ago,Why is my right AirPod Gen 2 not working?,https://discussions.apple.comhttps://discussions.apple.com/thread/255869987,Positive
2 weeks ago,How to fix Auto-Connect issues between AirPods Pro 2 and Apple Watch?,https://discussions.apple.comhttps://discussions.apple.com/thread/255863236,Neutral
2 weeks ago,How to fix AirPods Pro microphone issues?,https://discussions.apple.comhttps://discussions.apple.com/thread/255870681,Neutral
2 weeks ago,My left AirPod 2nd Gen keeps disconnecting after a few minutes of use,https://discussions.apple.comhttps://discussions.apple.com/thread/255870662,Negative
2 weeks ago,My AirPods Pro 2 doesn't have option of turning of certain features after iOS 18.1.1,https://discussions.apple.comhttps://discussions.apple.com/thread/255863955,Positive
2 weeks ago,How to find my lost AirPods?,https://discussions.apple.comhttps://discussions.apple.com/thread/255870197,Neutral
,Volume issue on my AirPod Max,https://discussions.apple.comhttps://discussions.apple.com/thread/255870351,Neutral
2 weeks ago,Missing 'Take a Hearing Test' option for AirPods on iPhone 13 Pro with iOS 17.7.1,https://discussions.apple.comhttps://discussions.apple.com/thread/255834887,Negative
2 weeks ago,Can I listen to earpods pro 2 and sonos speaker simaltaneously through Samsung oled tv .,https://discussions.apple.comhttps://discussions.apple.com/thread/255870206,Neutral
2 weeks ago,iPhone doesn't ring for incoming call when AirPods are active and in my ears.,https://discussions.apple.comhttps://discussions.apple.com/thread/255870072,Negative
2 weeks ago,Where is normal mode in airpods pro?,https://discussions.apple.comhttps://discussions.apple.com/thread/255838343,Positive
2 weeks ago,How to mark or lock into lost mode?,https://discussions.apple.comhttps://discussions.apple.com/thread/255870017,Neutral
2 weeks ago,How do I know if AirPods are fake or authentic?,https://discussions.apple.comhttps://discussions.apple.com/thread/255868676,Neutral
2 weeks ago,Firmware update for AirPods Pro 2nd Generation,https://discussions.apple.comhttps://discussions.apple.com/thread/255869809,Neutral
2 weeks ago,How can i reconnect my AirPods if I accidentally hit Forget Device,https://discussions.apple.comhttps://discussions.apple.com/thread/255869913,Neutral
2 weeks ago,AirPods Max not producing sound,https://discussions.apple.comhttps://discussions.apple.com/thread/255869891,Positive
2 weeks ago,AirPod Case light not showing despite charging and recent purchase,https://discussions.apple.comhttps://discussions.apple.com/thread/255869712,Positive
2 weeks ago,The left ear of my AirPods Pro (2nd Gen) has stopped working after the recent 7B21 firmware update,https://discussions.apple.comhttps://discussions.apple.com/thread/255869077,Neutral
2 weeks ago,can i charge AirpodsPro with newer AirpodsPro 2 case?,https://discussions.apple.comhttps://discussions.apple.com/thread/255869432,Neutral
2 weeks ago,is the hearing test dosent work in israel?,https://discussions.apple.comhttps://discussions.apple.com/thread/255821684,Neutral
2 weeks ago,High-pitched chirp in my AirpodPro2s in hearing aid mode,https://discussions.apple.comhttps://discussions.apple.com/thread/255836123,Neutral
2 weeks ago,How can I stop Siri workout notifications on AirPods?,https://discussions.apple.comhttps://discussions.apple.com/thread/255834616,Neutral
2 weeks ago,AirPods Pro noise cancellation on produces constant static,https://discussions.apple.comhttps://discussions.apple.com/thread/255869237,Positive
2 weeks ago,AirPods Pro 2 Noise Control Problem,https://discussions.apple.comhttps://discussions.apple.com/thread/255865726,Neutral
2 weeks ago,If I walk past a display of AirPods is it possible for it to connect?,https://discussions.apple.comhttps://discussions.apple.com/thread/255869214,Negative
2 weeks ago,iOS 18 and AirPods Pro 2 - very low ringtone volume,https://discussions.apple.comhttps://discussions.apple.com/thread/255868247,Neutral
2 weeks ago,Options for Airpods Max under AppleCare,https://discussions.apple.comhttps://discussions.apple.com/thread/255868548,Neutral
2 weeks ago,Airpods pro 2 hearing test not on my iPhone 15,https://discussions.apple.comhttps://discussions.apple.com/thread/255868738,Neutral
2 weeks ago,How to track my missing AirPods,https://discussions.apple.comhttps://discussions.apple.com/thread/255868944,Negative
2 weeks ago,Can i sell my airpod cases?,https://discussions.apple.comhttps://discussions.apple.com/thread/255868318,Neutral
2 weeks ago,my left airpod is cracked and the top part is off due to a fall,https://discussions.apple.comhttps://discussions.apple.com/thread/255868614,Positive
2 weeks ago,airpod pro 2 hearing aid feature,https://discussions.apple.comhttps://discussions.apple.com/thread/255868489,Neutral
2 weeks ago,Changing from transparency mode to Active Noise Cancellation with only 1 airpod on windows 11.,https://discussions.apple.comhttps://discussions.apple.com/thread/255868319,Negative
2 weeks ago,Apple ear buds 2nd generation. Fall out when I'm sweating,https://discussions.apple.comhttps://discussions.apple.com/thread/255861534,Neutral
2 weeks ago,iOS 18 and AirPods Pro 2 battery optimisation,https://discussions.apple.comhttps://discussions.apple.com/thread/255868016,Neutral
2 weeks ago,AirPods Pro won’t stay in my ears,https://discussions.apple.comhttps://discussions.apple.com/thread/255868217,Neutral
2 weeks ago,Low charge notification for unknown AirPods,https://discussions.apple.comhttps://discussions.apple.com/thread/255863418,Negative
2 weeks ago,airpods 2 pro when noise cancellation ON bad mic quality,https://discussions.apple.comhttps://discussions.apple.com/thread/255864081,Negative
2 weeks ago,How do I find AirPod 4 case,https://discussions.apple.comhttps://discussions.apple.com/thread/255867057,Neutral
2 weeks ago,My AirPods 2nd Gen flash red light when mismatched,https://discussions.apple.comhttps://discussions.apple.com/thread/255868074,Positive
2 weeks ago,why are my airpod pros automatically switching to transparency mode,https://discussions.apple.comhttps://discussions.apple.com/thread/255828231,Neutral
2 weeks ago,Intermittent charging and connectivity issues with Apple earbuds,https://discussions.apple.comhttps://discussions.apple.com/thread/255868011,Neutral
2 weeks ago,My AirPods are not working on phone calls,https://discussions.apple.comhttps://discussions.apple.com/thread/255843970,Neutral
2 weeks ago,Airpods Pro 2 tip fit.,https://discussions.apple.comhttps://discussions.apple.com/thread/255866597,Positive
2 weeks ago,Airpods 4 charging compatibility with Samsung and iPhone chargers,https://discussions.apple.comhttps://discussions.apple.com/thread/255867978,Neutral
,Spotify not playing with AirPods shortcut,https://discussions.apple.comhttps://discussions.apple.com/thread/255865678,Neutral
,Creating a Spotify shortcut for AirPods connection,https://discussions.apple.comhttps://discussions.apple.com/thread/255866863,Neutral
,не обновляет прошивку,https://discussions.apple.comhttps://discussions.apple.com/thread/255866889,Neutral
,Spotify playlist shortcut for Bluetooth connection in iPhone,https://discussions.apple.comhttps://discussions.apple.com/thread/255867175,Neutral
2 weeks ago,Game sound problem after upgrading to ios18,https://discussions.apple.comhttps://discussions.apple.com/thread/255866820,Neutral
2 weeks ago,Can I ship my AirPods for repair without AppleCare?,https://discussions.apple.comhttps://discussions.apple.com/thread/255867354,Neutral
2 weeks ago,AirPod Pro 2 Not staying in my ears !,https://discussions.apple.comhttps://discussions.apple.com/thread/255864379,Neutral
2 weeks ago,Audio cable for AirPod max with c connector,https://discussions.apple.comhttps://discussions.apple.com/thread/255867309,Neutral
2 weeks ago,AirPods infrared port to detect if headset(pod) is in the right 📦 box(case).,https://discussions.apple.comhttps://discussions.apple.com/thread/255867343,Positive
2 weeks ago,Can’t track my AirPods as they are not listed in FindMy,https://discussions.apple.comhttps://discussions.apple.com/thread/255867241,Neutral
2 weeks ago,Why won’t my Powerbeats Pro hold a charge longer than 40 minutes?,https://discussions.apple.comhttps://discussions.apple.com/thread/255867373,Neutral
2 weeks ago,Annoying chime sound from AirPods Pro 2. gen case,https://discussions.apple.comhttps://discussions.apple.com/thread/255867378,Negative
2 weeks ago,Spacial Audio Not Working,https://discussions.apple.comhttps://discussions.apple.com/thread/255867389,Neutral
2 weeks ago,Applecare+ coverage airpods pro (2nd gen),https://discussions.apple.comhttps://discussions.apple.com/thread/255867464,Neutral
2 weeks ago,AirPods4 doesn't fit my ears,https://discussions.apple.comhttps://discussions.apple.com/thread/255866850,Positive
2 weeks ago,AirPods Pro 2 while on Transparency Mode flickers,https://discussions.apple.comhttps://discussions.apple.com/thread/255867324,Neutral
2 weeks ago,Issue with Resetting AirPods Pro 2 Case and Connecting a Replacement Earbud,https://discussions.apple.comhttps://discussions.apple.com/thread/255866287,Neutral
2 weeks ago,iPhone won't play Spotify Playlist when connected to AirPods,https://discussions.apple.comhttps://discussions.apple.com/thread/255867302,Neutral
2 weeks ago,Play music whenever connect AirPods,https://discussions.apple.comhttps://discussions.apple.com/thread/255865917,Neutral
2 weeks ago,AirPods sound is very faint.,https://discussions.apple.comhttps://discussions.apple.com/thread/255867124,Negative
2 weeks ago,What is the latest firmware for AirPods Pro 2 USB-C?,https://discussions.apple.comhttps://discussions.apple.com/thread/255864259,Positive
2 weeks ago,AirPods case not charging. How can I get it replaced?,https://discussions.apple.comhttps://discussions.apple.com/thread/255864953,Neutral
2 weeks ago,How can I verify my AirPods are genuine?,https://discussions.apple.comhttps://discussions.apple.com/thread/255866622,Positive
2 weeks ago,1st Gen AirPods Pro Won't Update Firmware,https://discussions.apple.comhttps://discussions.apple.com/thread/255866626,Neutral
3 weeks ago,iPhone refuses to connect to AirPods,https://discussions.apple.comhttps://discussions.apple.com/thread/255866868,Neutral
3 weeks ago,The battery AirPods first generation runs out quickly.,https://discussions.apple.comhttps://discussions.apple.com/thread/255866976,Positive
3 weeks ago,Account charged - no confirmation email or nothing,https://discussions.apple.comhttps://discussions.apple.com/thread/255866908,Neutral
3 weeks ago,AirPod case not charging despite full charge,https://discussions.apple.comhttps://discussions.apple.com/thread/255865916,Positive
3 weeks ago,AirPods Pro compatibility with hearing aids,https://discussions.apple.comhttps://discussions.apple.com/thread/255866725,Neutral
3 weeks ago,AirPods Max not able to connect,https://discussions.apple.comhttps://discussions.apple.com/thread/255866557,Negative
3 weeks ago,AirPods models with as similar fit to 1st gen AirPods,https://discussions.apple.comhttps://discussions.apple.com/thread/255866331,Positive
3 weeks ago,AirPod pro 2 - do I have the correct AirPods?,https://discussions.apple.comhttps://discussions.apple.com/thread/255866431,Neutral
3 weeks ago,Life of AirPods Q,https://discussions.apple.comhttps://discussions.apple.com/thread/255865341,Neutral
3 weeks ago,AirPods not connecting,https://discussions.apple.comhttps://discussions.apple.com/thread/255866363,Neutral
3 weeks ago,FindMy on AirPod Pros 2 doesn't work,https://discussions.apple.comhttps://discussions.apple.com/thread/255857242,Neutral
3 weeks ago,My probuds v2 are connected to my phone but won’t show up in find my app? What should I do?,https://discussions.apple.comhttps://discussions.apple.com/thread/255865889,Neutral
